id_pedido,id_cliente,data_pedido,canal,valor_bruto,desconto,categoria,subcategoria,prazo_estimado_dias,prazo_real_dias,avaliacao
693,306,2025-01-23,Web,8358.21,1244.73,Eletrônicos,Tablet,2,1,4
694,298,2024-01-01,App,1110.19,125.39,Livros,Educação,1,1,5
695,229,2024-07-19,Web,1458.42,0.0,Beleza,Creme,6,7,5
696,469,2024-12-18,App,3235.54,9.89,Livros,Não-ficção,3,2,4
697,32,2025-01-13,App,11827.85,383.7,Eletrônicos,TV,3,2,3
698,202,2024-11-21,App,2365.8,263.59,Esporte,Bicicleta,5,5,4
699,340,2024-06-26,Web,5068.0,489.48,Esporte,Camiseta,2,2,4
700,185,2025-03-03,Web,17171.56,1050.41,Casa & Cozinha,Liquidificador,7,8,4
701,500,2024-05-19,Web,989.94,77.93,Esporte,Bola,5,1,5
702,477,2025-03-11,App,106.62,5.59,Esporte,Bicicleta,7,8,4
703,231,2025-01-28,Web,4291.19,527.12,Eletrônicos,Smartphone,6,5,4
704,434,2024-08-30,App,94.12,9.34,Livros,HQ,2,2,5
705,18,2024-02-08,Web,6756.39,281.38,Livros,Infantil,1,1,2
706,73,2025-06-23,App,7690.3,189.77,Beleza,Educação,4,2,5
707,340,2024-03-20,App,147.84,7.58,Livros,Infantil,2,4,4
708,28,2024-12-17,Web,408.09,84.12,Esporte,Bola,15,15,4
709,241,2025-08-10,App,139.39,11.03,Beleza,Creme,2,1,4
710,19,2025-09-03,App,263.83,25.58,Beleza,Infantil,1,1,4
711,87,2025-08-09,Web,13216.56,1076.77,Eletrônicos,Creme,6,5,4
712,316,2024-10-14,Web,6671.99,1192.42,Eletrônicos,TV,1,5,3
713,466,2025-08-28,App,1742.08,166.2,Casa & Cozinha,Cafeteira,2,1,5
714,249,2024-07-04,App,9370.81,152.5,Beleza,Tablet,5,5,5
715,386,2025-02-26,App,1928.18,0.0,Esporte,Bicicleta,6,8,3
716,86,2024-08-03,Web,12698.94,1297.35,Eletrônicos,TV,4,3,4
717,244,2025-06-29,Web,1794.77,170.08,Livros,Camiseta,2,5,2
718,223,2024-01-13,Web,3731.9,520.92,Beleza,Maquiagem,3,1,5
719,22,2024-04-09,App,2751.79,250.27,Beleza,Bicicleta,2,1,4
720,51,2024-09-18,App,80.86,0.0,Beleza,Shampoo,3,1,4
721,302,2024-07-18,Web,486.24,11.8,Beleza,Maquiagem,6,7,3
722,426,2024-03-10,Web,6438.87,608.8,Eletrônicos,TV,5,5,4
723,180,2024-08-12,App,4121.22,0.0,Eletrônicos,Notebook,9,9,3
724,48,2024-02-28,App,1796.11,311.25,Casa & Cozinha,Filtro de Água,1,1,5
725,439,2025-09-11,Web,792.86,26.9,Livros,Infantil,1,1,4
726,130,2024-10-28,Web,1189.25,188.63,Esporte,Bicicleta,3,1,4
727,132,2024-06-14,App,7382.57,1049.58,Eletrônicos,Fone de Ouvido,8,6,4
728,171,2024-03-02,Web,6341.94,576.35,Casa & Cozinha,Bicicleta,3,1,4
729,92,2025-05-18,Web,2540.85,249.05,Esporte,Bicicleta,3,3,5
730,330,2024-04-18,App,10277.35,170.53,Eletrônicos,Notebook,5,3,4
731,129,2025-04-01,Web,10476.3,63.5,Eletrônicos,Smartphone,10,9,3
732,341,2025-02-03,Web,1692.01,116.01,Livros,Camiseta,1,1,5
733,395,2025-05-17,Web,1575.82,2.27,Eletrônicos,Fone de Ouvido,8,6,5
734,2,2025-01-28,App,2437.98,190.72,Livros,Infantil,1,1,3
735,156,2025-02-14,Web,2231.6,365.02,Beleza,Educação,2,2,4
736,91,2025-07-21,Web,437.19,37.02,Casa & Cozinha,Aspirador,1,1,4
737,200,2024-04-19,App,6776.26,966.39,Eletrônicos,Tablet,5,4,4
738,225,2024-07-13,Web,423.09,46.7,Beleza,Shampoo,5,5,5
739,33,2025-07-07,App,6914.7,218.95,Esporte,Bola,3,3,5
740,9,2024-02-07,Web,6002.78,563.77,Eletrônicos,Notebook,2,3,5
741,109,2025-06-19,Web,610.68,8.52,Livros,Educação,4,2,4
742,37,2024-02-07,App,1248.43,99.92,Eletrônicos,Smartphone,7,7,3
743,471,2025-09-25,Web,3328.5,289.01,Casa & Cozinha,Smartphone,6,5,4
744,158,2024-04-09,Web,1254.28,107.72,Eletrônicos,Fone de Ouvido,10,8,5
745,55,2024-04-26,Web,1519.6,124.22,Casa & Cozinha,Filtro de Água,1,1,4
746,416,2025-02-15,Web,1589.65,153.09,Livros,Maquiagem,3,6,3
747,172,2024-03-05,Web,408.09,41.77,Esporte,Garrafa,4,2,4
748,190,2025-07-20,Web,84.4,7.74,Livros,Infantil,5,6,5
749,52,2025-09-19,Web,86.23,13.76,Livros,Ficção,1,1,5
750,4,2024-07-02,App,1761.41,33.19,Beleza,Creme,4,4,4
751,244,2024-05-09,Web,4642.21,479.99,Livros,Educação,1,1,3
752,313,2024-02-08,Web,1295.8,66.13,Beleza,Creme,1,1,4
753,121,2024-07-15,Web,301.42,27.12,Eletrônicos,TV,8,7,5
754,442,2025-07-06,Web,1076.85,102.6,Casa & Cozinha,Aspirador,8,8,5
755,100,2024-04-25,App,231.97,14.87,Livros,Não-ficção,3,2,4
756,23,2024-02-25,App,2365.8,140.21,Esporte,Bicicleta,3,1,4
757,316,2025-04-09,Web,320.37,2.77,Livros,Educação,3,2,5
758,264,2024-04-28,Web,2163.15,251.83,Esporte,Bicicleta,8,9,5
759,167,2025-03-05,Web,1311.26,112.08,Beleza,Maquiagem,3,1,5
760,51,2024-08-30,App,16066.35,206.07,Casa & Cozinha,Camiseta,8,8,5
761,75,2024-08-09,App,944.23,79.06,Esporte,Camiseta,9,10,5
762,235,2024-07-17,App,9350.07,1030.13,Casa & Cozinha,Notebook,3,3,4
763,235,2025-03-04,Web,563.23,69.48,Beleza,Creme,3,1,5
764,405,2025-09-18,App,2408.18,209.67,Livros,Filtro de Água,1,3,3
765,251,2024-08-09,Web,5554.96,73.17,Beleza,Bicicleta,6,4,4
766,297,2024-08-15,App,1064.21,169.16,Casa & Cozinha,Infantil,2,1,4
767,23,2024-02-11,App,4248.9,498.26,Livros,Não-ficção,3,1,5
768,415,2024-04-10,Web,138.22,10.21,Livros,HQ,6,8,3
769,355,2025-02-20,App,563.23,28.5,Beleza,Creme,4,4,4
770,47,2024-01-17,Web,855.76,0.0,Esporte,Bola,2,3,4
771,383,2025-08-20,Web,1519.34,158.06,Casa & Cozinha,Liquidificador,3,1,4
772,208,2024-07-08,App,408.43,50.71,Esporte,Bola,7,4,5
773,1,2024-03-13,Web,3807.22,527.64,Livros,Educação,5,4,4
774,358,2025-09-19,Web,3662.34,625.64,Beleza,Tablet,1,2,5
775,485,2025-01-07,App,858.77,70.58,Esporte,Tênis,8,5,5
776,21,2025-01-09,Web,6086.73,1159.27,Livros,HQ,2,1,3
777,172,2024-09-01,Web,200.73,23.33,Livros,Aspirador,3,1,3
778,165,2024-12-27,App,2214.16,410.55,Esporte,Bicicleta,1,2,5
779,33,2025-01-16,Web,319.62,43.72,Livros,Educação,2,4,2
780,241,2025-06-28,App,295.29,17.78,Beleza,Creme,8,6,5
781,189,2024-03-08,Web,9174.4,0.0,Eletrônicos,Tablet,10,10,5
782,56,2024-06-17,Web,1576.51,156.65,Livros,Não-ficção,1,1,4
783,322,2024-01-24,Web,1132.33,52.44,Livros,Protetor Solar,4,1,3
784,12,2024-08-25,App,24.39,1.49,Beleza,Protetor Solar,1,4,3
785,176,2024-11-30,Web,347.12,102.26,Livros,Educação,6,7,4
786,68,2024-11-09,Web,53.84,4.68,Livros,Ficção,1,1,3
787,148,2024-02-18,Web,1419.86,114.46,Casa & Cozinha,Cafeteira,2,2,3
788,83,2025-07-02,Web,7941.77,949.05,Casa & Cozinha,Panela,1,1,4
789,95,2024-07-29,Web,1046.61,127.13,Beleza,Maquiagem,2,1,5
790,76,2025-01-16,Web,2390.17,188.66,Beleza,Educação,6,1,4
791,164,2024-06-08,Web,347.14,24.01,Beleza,Não-ficção,2,1,5
792,459,2024-10-23,App,211.45,12.2,Livros,Infantil,3,2,5
793,473,2025-03-28,Web,128.8,0.0,Livros,Ficção,5,5,3
794,72,2025-07-18,Web,446.23,60.09,Casa & Cozinha,Filtro de Água,1,1,3
795,48,2024-11-30,Web,467.78,117.33,Livros,Educação,4,6,4
796,143,2024-07-19,Web,2225.65,217.91,Esporte,Bola,5,3,4
797,491,2024-03-30,App,126.75,9.56,Livros,Ficção,1,1,4
798,310,2025-06-07,App,1653.46,167.09,Esporte,Camiseta,6,6,4
799,7,2024-10-18,Web,4451.3,560.84,Esporte,Bola,9,9,3
800,45,2024-08-08,App,816.18,5.87,Esporte,Garrafa,8,8,5
801,148,2024-06-16,App,4145.3,84.79,Esporte,Bicicleta,8,7,4
802,172,2024-03-08,App,1239.47,57.03,Eletrônicos,Camiseta,7,5,5
803,140,2025-02-28,Web,53.16,0.0,Livros,Infantil,4,6,4
804,71,2024-07-23,Web,101.22,4.12,Livros,HQ,4,3,5
805,422,2024-11-05,App,56.68,12.92,Livros,HQ,2,2,4
806,115,2024-01-28,App,1739.31,98.02,Beleza,Creme,6,5,5
807,428,2025-04-28,Web,3606.35,526.2,Beleza,Creme,1,1,4
808,331,2024-09-07,Web,6084.04,337.35,Livros,Não-ficção,2,5,3
809,247,2025-08-02,Web,334.5,24.36,Livros,Ficção,2,5,3
810,419,2024-05-02,Web,1567.35,44.32,Beleza,Smartphone,3,1,4
811,164,2025-04-17,App,1482.2,0.0,Casa & Cozinha,Panela,5,2,5
812,185,2025-03-05,App,6410.42,328.28,Beleza,Creme,5,5,5
813,392,2024-04-06,Web,465.1,31.48,Beleza,Maquiagem,1,1,4
814,424,2024-11-04,Web,6848.4,1000.69,Eletrônicos,TV,6,7,5
815,74,2024-01-14,Web,156.98,15.37,Livros,Ficção,3,2,4
816,472,2024-06-15,Web,1317.2,127.57,Casa & Cozinha,Filtro de Água,2,2,5
817,408,2025-07-26,App,593.95,0.0,Livros,Educação,2,2,5
818,470,2024-03-19,Web,1404.03,47.44,Eletrônicos,Smartphone,2,1,4
819,160,2025-01-06,Web,32.41,3.13,Livros,Educação,1,1,4
820,176,2024-06-25,App,1120.15,94.26,Casa & Cozinha,Liquidificador,10,7,4
821,439,2024-05-25,App,116.33,0.0,Casa & Cozinha,Aspirador,6,6,5
822,41,2025-03-11,App,8453.25,617.95,Eletrônicos,Tablet,4,4,5
823,22,2024-07-20,Web,7502.25,393.65,Livros,Não-ficção,4,3,3
824,23,2024-03-08,Web,4747.72,138.51,Eletrônicos,TV,1,1,4
825,472,2025-09-08,Web,4258.0,54.22,Beleza,Notebook,3,3,5
826,486,2025-08-16,Web,161.28,1.64,Livros,Não-ficção,1,1,4
827,314,2024-09-04,Web,147.84,0.0,Livros,Infantil,3,2,3
828,271,2024-08-10,App,6397.32,113.54,Eletrônicos,Educação,8,6,4
829,358,2025-08-26,Web,10995.66,670.32,Casa & Cozinha,TV,2,5,2
830,218,2024-08-07,Web,248.44,15.27,Beleza,Maquiagem,3,1,4
831,57,2025-06-16,Web,638.97,52.32,Beleza,Creme,3,6,3
832,253,2024-04-28,Web,559.95,15.83,Beleza,Maquiagem,5,4,4
833,431,2025-03-30,Web,2880.75,102.84,Esporte,Bicicleta,5,3,5
834,36,2025-05-02,App,18606.12,1276.29,Eletrônicos,Smartphone,2,2,5
835,252,2024-04-17,Web,3388.13,97.23,Eletrônicos,Tablet,6,4,3
836,203,2025-02-14,App,12897.37,1456.96,Casa & Cozinha,Aspirador,8,9,5
837,430,2025-03-10,App,84.4,12.11,Livros,Infantil,3,2,4
838,388,2025-02-13,Web,283.13,0.29,Livros,Garrafa,1,1,4
839,233,2024-04-20,Web,944.14,155.42,Casa & Cozinha,Filtro de Água,6,3,4
840,69,2024-01-31,Web,5952.51,0.0,Eletrônicos,Fone de Ouvido,4,3,4
841,14,2024-07-02,Web,118.22,12.88,Beleza,Creme,4,3,4
842,40,2025-06-16,App,1108.7,119.26,Beleza,Creme,5,3,4
843,134,2025-07-09,Web,6404.47,602.03,Eletrônicos,Notebook,1,1,5
844,231,2024-11-18,App,7270.48,1161.21,Eletrônicos,Notebook,6,6,4
845,286,2024-11-06,App,2540.85,421.72,Esporte,Bicicleta,1,1,5
846,367,2025-02-02,Web,126.75,8.61,Livros,Ficção,5,5,5
847,351,2025-07-06,Web,959.88,75.74,Casa & Cozinha,Panela,8,8,4
848,201,2024-09-26,Web,9328.63,849.08,Beleza,Maquiagem,5,5,5
849,380,2025-08-20,Web,8174.3,718.83,Beleza,Camiseta,6,3,3
850,29,2024-09-07,Web,10081.98,829.18,Eletrônicos,Tablet,6,4,3
851,87,2024-01-21,Web,2214.16,353.62,Esporte,Bicicleta,6,6,4
852,462,2025-03-07,Web,3761.23,67.28,Beleza,Maquiagem,5,6,4
853,294,2024-04-10,App,198.64,0.0,Casa & Cozinha,Aspirador,11,11,3
854,258,2024-12-13,Web,2080.0,442.2,Esporte,Bicicleta,7,6,4
855,326,2024-03-18,App,500.75,20.35,Beleza,Creme,4,7,4
856,153,2025-08-10,Web,3298.03,535.17,Eletrônicos,Tablet,8,9,5
857,297,2024-04-07,Web,106.32,14.3,Livros,Infantil,7,7,3
858,244,2025-03-13,Web,695.18,0.0,Beleza,Creme,1,1,5
859,277,2024-11-16,Web,97.34,14.64,Livros,Não-ficção,3,2,3
860,391,2025-07-14,Web,204.94,12.79,Livros,Educação,2,1,4
861,296,2025-05-26,Web,7375.96,184.75,Esporte,Educação,11,11,3
862,237,2024-05-31,Web,5311.37,338.63,Beleza,Creme,5,8,3
863,467,2024-03-06,App,792.87,33.72,Beleza,Creme,4,4,4
864,59,2024-06-02,Web,308.36,10.08,Beleza,Maquiagem,4,3,4
865,287,2025-03-22,Web,2683.46,330.64,Casa & Cozinha,Aspirador,1,1,3
866,338,2025-07-17,Web,8134.04,612.54,Eletrônicos,Smartphone,3,3,4
867,444,2024-03-06,App,2974.21,377.14,Esporte,Tênis,8,5,4
868,454,2024-04-02,Web,7921.09,439.68,Beleza,Shampoo,3,3,4
869,341,2025-08-17,App,2110.52,114.4,Beleza,Não-ficção,2,1,4
870,169,2025-08-21,App,5557.7,494.39,Beleza,Bicicleta,2,1,5
871,226,2025-02-22,Web,520.01,12.22,Livros,Educação,1,2,5
872,163,2025-07-12,Web,1835.34,255.65,Beleza,Panela,1,1,4
873,421,2024-11-11,Web,10884.99,2755.13,Beleza,Shampoo,3,3,4
874,416,2024-05-04,Web,2225.43,139.9,Esporte,Bicicleta,6,7,5
875,466,2025-02-06,App,2411.05,403.2,Beleza,Creme,5,4,5
876,225,2024-11-20,App,5447.09,997.78,Eletrônicos,Notebook,1,1,4
877,400,2025-05-18,Web,491.53,80.65,Beleza,Protetor Solar,2,2,4
878,449,2024-04-12,App,3401.54,336.74,Livros,Não-ficção,3,4,5
879,417,2025-07-14,App,1772.69,0.0,Eletrônicos,Notebook,3,1,4
880,329,2024-07-07,App,3269.88,192.47,Casa & Cozinha,Smartphone,6,4,4
881,161,2025-08-12,Web,102.47,12.78,Livros,Educação,1,1,4
882,394,2024-05-13,App,1328.76,100.65,Beleza,Maquiagem,4,5,5
883,134,2024-06-26,App,7174.2,680.55,Beleza,Creme,7,7,3
884,484,2025-08-07,Web,2580.19,440.12,Livros,Filtro de Água,4,3,2
885,87,2024-02-20,Web,215.4,5.42,Beleza,Perfume,5,4,5
886,491,2025-01-11,Web,2410.42,148.43,Livros,Educação,3,2,4
887,233,2025-05-21,Web,606.65,69.29,Beleza,Aspirador,3,4,4
888,67,2025-03-17,App,1023.83,46.18,Beleza,Creme,5,5,5
889,75,2024-01-30,Web,4609.8,303.76,Esporte,Bola,9,9,2
890,190,2025-08-19,App,5415.42,0.0,Eletrônicos,Smartphone,5,4,4
891,447,2024-11-27,App,238.63,48.22,Casa & Cozinha,Filtro de Água,1,3,2
892,363,2025-03-09,App,301.42,18.02,Eletrônicos,TV,4,5,4
893,27,2024-12-06,App,6057.81,1693.77,Esporte,Tênis,11,11,4
894,481,2025-09-04,App,2308.06,54.65,Beleza,Não-ficção,2,2,4
895,190,2024-05-15,App,994.16,98.72,Livros,Infantil,1,1,5
896,477,2024-12-13,App,348.87,60.69,Beleza,Maquiagem,3,1,5
897,222,2024-05-25,Web,1105.87,93.56,Casa & Cozinha,Liquidificador,7,7,4
898,499,2024-10-14,App,854.14,109.02,Beleza,Perfume,2,1,5
899,378,2025-05-18,App,1928.18,168.85,Esporte,Bicicleta,5,7,3
900,77,2024-02-25,Web,215.4,15.3,Beleza,Perfume,4,5,5
901,240,2025-03-22,Web,9504.37,1280.62,Livros,Não-ficção,1,2,4
902,253,2024-04-25,App,7263.09,1146.22,Beleza,Tablet,2,1,4
903,384,2025-06-04,App,798.52,51.87,Livros,Filtro de Água,1,1,5
904,270,2025-08-07,Web,970.37,152.6,Beleza,Não-ficção,1,1,5
905,349,2024-05-04,Web,5373.68,95.52,Beleza,Maquiagem,4,3,4
906,426,2025-05-06,Web,7609.21,364.98,Eletrônicos,Notebook,3,2,5
907,292,2024-05-12,Web,114.84,11.61,Beleza,Creme,3,3,3
908,29,2024-03-13,Web,6226.08,276.96,Eletrônicos,Tablet,6,4,4
909,395,2025-02-12,Web,3959.0,528.29,Esporte,Camiseta,2,1,2
910,62,2024-11-01,Web,616.72,118.12,Beleza,Maquiagem,5,4,4
911,309,2024-05-14,Web,1003.95,0.0,Esporte,Tênis,2,1,5
912,251,2025-04-01,App,48.43,3.53,Livros,Infantil,2,2,5
913,47,2025-03-08,App,3050.65,464.7,Esporte,Bicicleta,4,1,5
914,499,2025-04-19,App,1603.58,103.15,Casa & Cozinha,Não-ficção,9,8,4
915,43,2024-10-24,Web,134.53,0.0,Livros,Ficção,4,4,3
916,66,2024-11-03,App,563.23,56.18,Beleza,Creme,2,1,5
917,283,2024-03-19,App,85.2,18.18,Livros,Não-ficção,3,5,3
918,49,2025-04-20,App,2544.43,278.48,Beleza,Shampoo,4,4,4
919,258,2024-01-17,Web,2819.62,217.33,Casa & Cozinha,Cafeteira,8,5,5
920,214,2024-10-31,Web,3099.28,188.69,Beleza,Bola,4,3,5
921,415,2024-07-10,Web,326.64,31.37,Beleza,Perfume,6,3,5
922,55,2025-03-20,Web,7332.41,899.2,Eletrônicos,TV,6,4,4
923,336,2025-05-03,Web,86.23,1.49,Livros,Ficção,1,1,5
924,417,2025-09-23,Web,2923.77,149.37,Beleza,Creme,6,7,4
925,98,2024-04-24,App,6889.73,816.1,Casa & Cozinha,Notebook,4,6,3
926,333,2024-09-04,Web,484.41,18.42,Livros,Educação,1,3,4
927,76,2025-04-30,Web,80.84,9.33,Casa & Cozinha,Panela,8,9,5
928,228,2025-05-11,Web,1809.0,333.35,Beleza,Shampoo,4,4,4
929,171,2024-01-09,Web,2739.87,395.97,Esporte,Bicicleta,6,7,5
930,149,2024-02-07,Web,86.23,5.04,Livros,Ficção,2,2,4
931,32,2025-06-24,Web,728.36,8.59,Livros,HQ,1,1,5
932,456,2025-04-29,Web,2301.5,212.08,Beleza,Protetor Solar,3,4,3
933,148,2024-07-15,Web,95.82,11.34,Livros,Não-ficção,2,1,4
934,466,2024-12-13,App,2990.17,653.29,Beleza,Creme,6,5,5
935,482,2025-01-03,App,1543.35,134.5,Casa & Cozinha,Aspirador,1,1,4
936,342,2025-05-09,Web,126.75,21.1,Livros,Ficção,3,3,4
937,213,2025-05-20,Web,17448.84,1060.55,Eletrônicos,Fone de Ouvido,4,1,5
938,184,2024-09-24,Web,46.54,6.85,Livros,Não-ficção,5,4,5
939,33,2024-12-11,Web,602.83,125.35,Casa & Cozinha,Liquidificador,5,4,4
940,175,2024-12-29,App,615.36,76.68,Beleza,HQ,1,1,5
941,448,2025-06-11,App,5792.86,325.3,Eletrônicos,Fone de Ouvido,10,8,4
942,225,2025-04-13,App,16438.39,3553.12,Eletrônicos,TV,1,1,4
943,54,2024-06-20,App,3355.85,285.69,Beleza,Creme,3,2,5
944,446,2024-04-11,Web,759.67,0.0,Casa & Cozinha,Liquidificador,9,5,5
945,104,2025-03-25,App,8902.65,1184.61,Beleza,Shampoo,3,2,5
946,147,2025-06-01,Web,408.09,46.85,Esporte,Garrafa,4,3,4
947,341,2024-09-08,Web,1695.87,249.48,Casa & Cozinha,Filtro de Água,1,4,3
948,471,2025-02-23,App,15213.83,1261.0,Esporte,Educação,8,7,4
949,44,2024-12-12,Web,12506.03,1843.06,Esporte,Bicicleta,4,6,4
950,30,2025-06-16,App,202.44,0.0,Livros,HQ,1,1,5
951,370,2024-11-17,App,1050.06,219.97,Beleza,Perfume,1,1,5
952,313,2024-05-30,App,397.28,50.28,Casa & Cozinha,Aspirador,4,2,5
953,320,2025-09-25,App,535.4,19.96,Casa & Cozinha,Garrafa,4,2,5
954,276,2024-12-08,Web,2876.1,405.31,Casa & Cozinha,Educação,6,9,3
955,48,2025-06-07,Web,660.97,47.31,Casa & Cozinha,Panela,7,6,5
956,456,2025-07-06,Web,37.38,3.77,Beleza,Creme,2,2,4
957,259,2024-04-23,App,4297.68,353.06,Beleza,Não-ficção,5,2,5
958,230,2024-11-01,Web,506.79,76.66,Beleza,Protetor Solar,8,8,4
959,413,2025-08-18,Web,1526.68,257.66,Beleza,Educação,1,2,5
960,294,2024-05-23,App,250.22,10.84,Beleza,Shampoo,7,7,5
961,265,2025-08-19,Web,2631.59,40.67,Eletrônicos,Bola,3,7,2
962,211,2024-03-24,Web,1237.7,31.75,Casa & Cozinha,Liquidificador,1,1,5
963,229,2024-03-20,Web,56.68,4.5,Livros,HQ,1,1,5
964,203,2024-09-27,Web,2127.52,149.55,Livros,Bicicleta,5,5,4
965,84,2024-05-27,Web,1825.55,60.87,Esporte,Bola,3,2,4
966,361,2025-06-09,App,238.63,10.8,Casa & Cozinha,Filtro de Água,6,5,3
967,17,2024-06-09,App,1120.15,108.45,Casa & Cozinha,Liquidificador,3,5,4
968,210,2024-04-22,Web,7204.77,720.91,Livros,Educação,3,4,5
969,192,2024-11-06,Web,1419.19,249.56,Casa & Cozinha,Panela,7,7,4
970,302,2025-03-07,Web,2913.15,114.69,Casa & Cozinha,Creme,9,9,4
971,179,2024-03-10,App,49.87,6.17,Livros,Infantil,3,5,5
972,232,2024-12-11,App,573.41,95.16,Casa & Cozinha,Liquidificador,5,6,5
973,259,2025-04-16,App,664.95,18.13,Beleza,Maquiagem,3,7,3
974,320,2025-02-23,Web,4034.05,318.21,Beleza,Notebook,3,1,5
975,331,2024-03-31,App,502.44,67.21,Beleza,Maquiagem,6,5,4
976,287,2024-03-28,Web,5424.35,371.64,Livros,Infantil,2,1,3
977,385,2025-05-02,Web,188.63,8.34,Livros,Educação,5,5,4
978,10,2024-10-08,App,147.84,3.89,Livros,Infantil,6,6,3
979,414,2025-06-30,App,3298.84,189.64,Eletrônicos,Notebook,2,4,4
980,479,2024-01-24,Web,2339.04,94.26,Eletrônicos,Notebook,1,1,5
981,163,2025-01-26,Web,2223.5,127.24,Eletrônicos,TV,5,6,5
982,147,2024-05-27,Web,365.27,51.42,Beleza,Maquiagem,4,2,5
983,31,2025-09-21,App,4932.38,454.22,Eletrônicos,Fone de Ouvido,5,6,4
984,51,2024-11-23,Web,859.35,153.94,Beleza,Camiseta,7,6,4
985,122,2025-05-19,Web,7016.34,402.98,Eletrônicos,TV,1,2,4
986,163,2025-04-20,Web,1772.69,0.0,Eletrônicos,Notebook,9,8,4
987,120,2024-01-20,Web,4662.56,95.15,Beleza,Liquidificador,7,5,4
988,105,2024-05-25,Web,2788.67,354.59,Livros,Educação,2,4,3
989,149,2024-06-20,Web,892.93,80.76,Beleza,Shampoo,4,6,4
990,324,2024-08-05,Web,3298.84,287.93,Eletrônicos,Notebook,6,8,3
991,274,2025-07-30,Web,1480.54,100.01,Casa & Cozinha,Liquidificador,6,5,5
992,372,2025-07-23,App,836.89,58.44,Beleza,Maquiagem,4,7,2
993,386,2025-04-08,Web,1096.02,90.1,Beleza,Maquiagem,1,1,5
994,169,2024-01-17,App,2050.37,205.84,Eletrônicos,Smartphone,7,5,4
995,3,2024-01-10,App,199.34,0.0,Livros,Ficção,5,4,3
996,276,2024-03-24,App,7299.26,609.22,Livros,Educação,1,1,4
997,344,2025-03-31,App,454.84,26.65,Esporte,Camiseta,5,5,3
998,184,2025-01-31,Web,7952.31,430.48,Casa & Cozinha,Smartphone,1,1,4
999,228,2024-01-10,Web,525.03,54.11,Beleza,Perfume,2,2,4
1000,364,2025-01-01,Web,3132.01,141.61,Casa & Cozinha,Filtro de Água,6,3,5
1001,253,2025-09-12,Web,2640.02,0.0,Esporte,Camiseta,10,11,5
1002,143,2025-08-05,Web,946.99,131.08,Casa & Cozinha,Aspirador,7,6,4
1003,290,2025-09-09,Web,1105.87,30.08,Casa & Cozinha,Liquidificador,2,2,4
1004,66,2024-09-22,App,4536.73,276.79,Beleza,Educação,3,1,3
1005,348,2025-06-29,App,2866.55,531.93,Eletrônicos,Bola,2,1,4
1006,483,2024-02-23,App,1325.87,13.11,Esporte,Garrafa,7,8,5
1007,349,2025-06-14,Web,5736.48,0.0,Eletrônicos,Notebook,5,5,4
1008,115,2024-02-18,Web,2001.04,222.37,Esporte,Bola,8,7,5
1009,201,2024-07-18,Web,7712.56,515.06,Casa & Cozinha,Notebook,3,2,4
1010,169,2024-11-14,Web,1837.09,232.11,Livros,Notebook,2,1,5
1011,409,2024-12-08,App,111.05,24.17,Livros,Ficção,3,1,4
1012,175,2024-02-25,App,124.04,14.81,Beleza,Shampoo,4,2,4
1013,398,2025-09-06,App,2669.17,56.42,Livros,Bola,3,3,4
1014,470,2024-02-04,Web,15099.88,487.28,Eletrônicos,Fone de Ouvido,6,6,4
1015,321,2025-03-18,Web,3860.33,504.92,Livros,HQ,2,4,3
1016,50,2025-09-24,App,5415.42,533.88,Eletrônicos,Smartphone,1,1,4
1017,238,2025-03-14,App,6149.67,679.5,Beleza,Notebook,3,3,5
1018,99,2024-04-20,Web,12852.01,1058.06,Casa & Cozinha,Aspirador,9,8,5
1019,261,2024-09-19,Web,2163.15,8.05,Esporte,Bicicleta,2,1,5
1020,71,2024-02-15,Web,2080.0,290.48,Esporte,Bicicleta,5,4,5
1021,334,2025-01-01,Web,1465.45,143.83,Casa & Cozinha,Panela,1,1,4
1022,5,2025-06-14,Web,5056.42,120.71,Beleza,Shampoo,4,4,4
1023,440,2024-02-25,Web,466.21,20.17,Casa & Cozinha,Aspirador,1,1,4
1024,104,2024-03-11,Web,4806.06,371.43,Beleza,Bola,2,1,5
1025,172,2025-09-22,Web,6438.87,506.03,Eletrônicos,TV,9,10,5
1026,405,2024-02-13,Web,4254.05,290.7,Casa & Cozinha,Filtro de Água,7,9,3
1027,488,2024-12-05,App,2928.05,416.44,Esporte,Garrafa,5,4,5
1028,4,2025-01-06,Web,103.51,0.0,Livros,HQ,1,1,4
1029,149,2025-03-26,Web,6477.75,227.48,Eletrônicos,Notebook,3,4,4
1030,146,2024-06-27,Web,1492.62,88.25,Casa & Cozinha,Cafeteira,1,1,5
1031,284,2024-09-08,Web,684.22,60.31,Beleza,Perfume,6,5,3
1032,11,2024-05-20,Web,2405.85,112.28,Beleza,Protetor Solar,4,2,5
1033,123,2025-01-13,App,2685.42,0.0,Livros,Educação,3,3,4
1034,74,2024-05-13,App,642.75,98.85,Esporte,Camiseta,3,3,4
1035,163,2025-09-05,Web,7506.67,0.0,Casa & Cozinha,Notebook,6,6,4
1036,77,2024-12-01,Web,3796.32,606.13,Beleza,Liquidificador,2,1,4
1037,454,2025-05-15,Web,51.94,6.97,Livros,Ficção,2,1,4
1038,315,2024-03-07,Web,171.16,28.0,Livros,Não-ficção,4,4,5
1039,266,2025-04-20,Web,213.65,6.09,Livros,Educação,2,1,3
